WIGNER wigner W WI WIG WIGN R ER NER GNER ALLCAPS NODIGIT 0 NOPUNCT WIGNER XXXX X DIFFERENTFONT HIGHERFONT false false BASELINE false
strength strength s st str stre h th gth ngth NOCAPS NODIGIT 0 NOPUNCT strength xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ALLCAPS NODIGIT 1 NOPUNCT ∼ ∼ ∼ DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
44 44 4 44 44 44 4 44 44 44 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
% % % % % % % % % % ALLCAPS NODIGIT 1 NOPUNCT % % % SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
total total t to tot tota l al tal otal NOCAPS NODIGIT 0 NOPUNCT total xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carrier carrier c ca car carr r er ier rier NOCAPS NODIGIT 0 NOPUNCT carrier xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
300 300 3 30 300 300 0 00 300 300 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ALLCAPS NODIGIT 1 NOPUNCT ∼ ∼ ∼ DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
71 71 7 71 71 71 1 71 71 71 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
% % % % % % % % % % ALLCAPS NODIGIT 1 NOPUNCT % % % SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
30 30 3 30 30 30 0 30 30 30 NOCAPS ALLDIGIT 0 NOPUNCT XX dd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
At at A At At At t At At At INITCAP NODIGIT 0 NOPUNCT At Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
same same s sa sam same e me ame same NOCAPS NODIGIT 0 NOPUNCT same xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
time time t ti tim time e me ime time NOCAPS NODIGIT 0 NOPUNCT time xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
as as a as as as s as as as NOCAPS NODIGIT 0 NOPUNCT as xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
demonstrated demonstrated d de dem demo d ed ted ated NOCAPS NODIGIT 0 NOPUNCT demonstrated xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
above above a ab abo abov e ve ove bove NOCAPS NODIGIT 0 NOPUNCT above xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
crossover crossover c cr cro cros r er ver over NOCAPS NODIGIT 0 NOPUNCT crossover xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
tempera tempera t te tem temp a ra era pera NOCAPS NODIGIT 0 NOPUNCT tempera xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
ture ture t tu tur ture e re ure ture NOCAPS NODIGIT 0 NOPUNCT ture xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ALLCAPS NODIGIT 1 NOPUNCT ∼ ∼ ∼ DIFFERENTFONT HIGHERFONT false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
long long l lo lon long g ng ong long NOCAPS NODIGIT 0 NOPUNCT long xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
range range r ra ran rang e ge nge ange NOCAPS NODIGIT 0 NOPUNCT range xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
order order o or ord orde r er der rder NOCAPS NODIGIT 0 NOPUNCT order xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Wigner wigner W Wi Wig Wign r er ner gner INITCAP NODIGIT 0 NOPUNCT Wigner Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
lattice lattice l la lat latt e ce ice tice NOCAPS NODIGIT 0 NOPUNCT lattice xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
free free f fr fre free e ee ree free NOCAPS NODIGIT 0 NOPUNCT free xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
carriers carriers c ca car carr s rs ers iers NOCAPS NODIGIT 0 NOPUNCT carriers xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Coulomb coulomb C Co Cou Coul b mb omb lomb INITCAP NODIGIT 0 NOPUNCT Coulomb Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
band band b ba ban band d nd and band NOCAPS NODIGIT 0 NOPUNCT band xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
start start s st sta star t rt art tart NOCAPS NODIGIT 0 NOPUNCT start xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
form form f fo for form m rm orm form NOCAPS NODIGIT 0 NOPUNCT form xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pairs pairs p pa pai pair s rs irs airs NOCAPS NODIGIT 0 NOPUNCT pairs xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Subtle subtle S Su Sub Subt e le tle btle INITCAP NODIGIT 0 NOPUNCT Subtle Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
changes changes c ch cha chan s es ges nges NOCAPS NODIGIT 0 NOPUNCT changes xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
dρ dρ d dρ dρ dρ ρ dρ dρ dρ NOCAPS NODIGIT 0 NOPUNCT dρ xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
/ / / / / / / / / / ALLCAPS NODIGIT 1 NOPUNCT / / / SAMEFONT SAMEFONTSIZE false false BASELINE false
dT dt d dT dT dT T dT dT dT NOCAPS NODIGIT 0 NOPUNCT dT xX xX SAMEFONT SAMEFONTSIZE false false BASELINE false
vs vs v vs vs vs s vs vs vs NOCAPS NODIGIT 0 NOPUNCT vs xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
curves curves c cu cur curv s es ves rves NOCAPS NODIGIT 0 NOPUNCT curves xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
both both b bo bot both h th oth both NOCAPS NODIGIT 0 NOPUNCT both xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
δ δ δ δ δ δ δ δ δ δ NOCAPS NODIGIT 1 NOPUNCT δ x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
024 024 0 02 024 024 4 24 024 024 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
δ δ δ δ δ δ δ δ δ δ NOCAPS NODIGIT 1 NOPUNCT δ x x DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
= = = = = = = = = = ALLCAPS NODIGIT 1 NOPUNCT = = = DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
0 0 0 0 0 0 0 0 0 0 NOCAPS ALLDIGIT 1 NOPUNCT X d d SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
032 032 0 03 032 032 2 32 032 032 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
samples samples s sa sam samp s es les ples NOCAPS NODIGIT 0 NOPUNCT samples xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ∼ ALLCAPS NODIGIT 1 NOPUNCT ∼ ∼ ∼ DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d DIFFERENTFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
has has h ha has has s as has has NOCAPS NODIGIT 0 NOPUNCT has xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
already already a al alr alre y dy ady eady NOCAPS NODIGIT 0 NOPUNCT already xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
been been b be bee been n en een been NOCAPS NODIGIT 0 NOPUNCT been xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pointed pointed p po poi poin d ed ted nted NOCAPS NODIGIT 0 NOPUNCT pointed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
out out o ou out out t ut out out NOCAPS NODIGIT 0 NOPUNCT out xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
see see s se see see e ee see see NOCAPS NODIGIT 0 NOPUNCT see xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
The the T Th The The e he The The INITCAP NODIGIT 0 NOPUNCT The Xxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
resistivity resistivity r re res resi y ty ity vity NOCAPS NODIGIT 0 NOPUNCT resistivity xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
de de d de de de e de de de NOCAPS NODIGIT 0 NOPUNCT de xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
creases creases c cr cre crea s es ses ases NOCAPS NODIGIT 0 NOPUNCT creases xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
faster faster f fa fas fast r er ter ster NOCAPS NODIGIT 0 NOPUNCT faster xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
faster faster f fa fas fast r er ter ster NOCAPS NODIGIT 0 NOPUNCT faster xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
upon upon u up upo upon n on pon upon NOCAPS NODIGIT 0 NOPUNCT upon xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cooling cooling c co coo cool g ng ing ling NOCAPS NODIGIT 0 NOPUNCT cooling xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
below below b be bel belo w ow low elow NOCAPS NODIGIT 0 NOPUNCT below xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
Therefore therefore T Th The Ther e re ore fore INITCAP NODIGIT 0 NOPUNCT Therefore Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
, , , , , , , , , , ALLCAPS NODIGIT 1 COMMA , , , SAMEFONT SAMEFONTSIZE false false BASELINE false
we we w we we we e we we we NOCAPS NODIGIT 0 NOPUNCT we xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
have have h ha hav have e ve ave have NOCAPS NODIGIT 0 NOPUNCT have xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
normal normal n no nor norm l al mal rmal NOCAPS NODIGIT 0 NOPUNCT normal xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
state state s st sta stat e te ate tate NOCAPS NODIGIT 0 NOPUNCT state xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
pairs pairs p pa pai pair s rs irs airs NOCAPS NODIGIT 0 NOPUNCT pairs xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
holes holes h ho hol hole s es les oles NOCAPS NODIGIT 0 NOPUNCT holes xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
formed formed f fo for form d ed med rmed NOCAPS NODIGIT 0 NOPUNCT formed xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
our our o ou our our r ur our our NOCAPS NODIGIT 0 NOPUNCT our xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
cuprate cuprate c cu cup cupr e te ate rate NOCAPS NODIGIT 0 NOPUNCT cuprate xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
system system s sy sys syst m em tem stem NOCAPS NODIGIT 0 NOPUNCT system xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false
It it I It It It t It It It INITCAP NODIGIT 0 NOPUNCT It Xx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
interesting interesting i in int inte g ng ing ting NOCAPS NODIGIT 0 NOPUNCT interesting xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
note note n no not note e te ote note NOCAPS NODIGIT 0 NOPUNCT note xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
200 200 2 20 200 200 0 00 200 200 NOCAPS ALLDIGIT 0 NOPUNCT XXX ddd d SAMEFONT SAMEFONTSIZE false false BASELINE false
K k K K K K K K K K ALLCAPS NODIGIT 1 NOPUNCT K X X SAMEFONT SAMEFONTSIZE false false BASELINE false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
exactly exactly e ex exa exac y ly tly ctly NOCAPS NODIGIT 0 NOPUNCT exactly xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
tem tem t te tem tem m em tem tem NOCAPS NODIGIT 0 NOPUNCT tem xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
perature perature p pe per pera e re ure ture NOCAPS NODIGIT 0 NOPUNCT perature xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
when when w wh whe when n en hen when NOCAPS NODIGIT 0 NOPUNCT when xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
mobile mobile m mo mob mobi e le ile bile NOCAPS NODIGIT 0 NOPUNCT mobile xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
excess excess e ex exc exce s ss ess cess NOCAPS NODIGIT 0 NOPUNCT excess xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
oxygen oxygen o ox oxy oxyg n en gen ygen NOCAPS NODIGIT 0 NOPUNCT oxygen xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE true
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
considered considered c co con cons d ed red ered NOCAPS NODIGIT 0 NOPUNCT considered xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
to to t to to to o to to to NOCAPS NODIGIT 0 NOPUNCT to xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
be be b be be be e be be be NOCAPS NODIGIT 0 NOPUNCT be xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
frozen frozen f fr fro froz n en zen ozen NOCAPS NODIGIT 0 NOPUNCT frozen xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
in in i in in in n in in in NOCAPS NODIGIT 0 NOPUNCT in xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
. . . . . . . . . . ALLCAPS NODIGIT 1 DOT . . . SAMEFONT SAMEFONTSIZE false false BASELINE false


We we W We We We e We We We INITCAP NODIGIT 0 NOPUNCT We Xx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
propose propose p pr pro prop e se ose pose NOCAPS NODIGIT 0 NOPUNCT propose xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
that that t th tha that t at hat that NOCAPS NODIGIT 0 NOPUNCT that xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
abrupt abrupt a ab abr abru t pt upt rupt NOCAPS NODIGIT 0 NOPUNCT abrupt xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
increase increase i in inc incr e se ase ease NOCAPS NODIGIT 0 NOPUNCT increase xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
os os o os os os s os os os NOCAPS NODIGIT 0 NOPUNCT os xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
- - - - - - - - - - ALLCAPS NODIGIT 1 HYPHEN - - - SAMEFONT SAMEFONTSIZE false false BASELINE false
cillator cillator c ci cil cill r or tor ator NOCAPS NODIGIT 0 NOPUNCT cillator xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
strength strength s st str stre h th gth ngth NOCAPS NODIGIT 0 NOPUNCT strength xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Goldstone goldstone G Go Gol Gold e ne one tone INITCAP NODIGIT 0 NOPUNCT Goldstone Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
mode mode m mo mod mode e de ode mode NOCAPS NODIGIT 0 NOPUNCT mode xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
at at a at at at t at at at NOCAPS NODIGIT 0 NOPUNCT at xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
T t T T T T T T T T ALLCAPS NODIGIT 1 NOPUNCT T X X SAMEFONT SAMEFONTSIZE false false BASELINE false
c c c c c c c c c c NOCAPS NODIGIT 1 NOPUNCT c x x DIFFERENTFONT LOWERFONT false false SUBSCRIPT false
is is i is is is s is is is NOCAPS NODIGIT 0 NOPUNCT is xx x DIFFERENTFONT HIGHERFONT false false BASELINE false


Oscillator oscillator O Os Osc Osci r or tor ator INITCAP NODIGIT 0 NOPUNCT Oscillator Xxxx Xx DIFFERENTFONT HIGHERFONT false false BASELINE false
strength strength s st str stre h th gth ngth NOCAPS NODIGIT 0 NOPUNCT strength xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
of of o of of of f of of of NOCAPS NODIGIT 0 NOPUNCT of xx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
a a a a a a a a a a NOCAPS NODIGIT 1 NOPUNCT a x x SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Goldstone goldstone G Go Gol Gold e ne one tone INITCAP NODIGIT 0 NOPUNCT Goldstone Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
mode mode m mo mod mode e de ode mode NOCAPS NODIGIT 0 NOPUNCT mode xxxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
and and a an and and d nd and and NOCAPS NODIGIT 0 NOPUNCT and xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
( ( ( ( ( ( ( ( ( ( ALLCAPS NODIGIT 1 OPENBRACKET ( ( ( SAMEFONT SAMEFONTSIZE false false BASELINE false
b b b b b b b b b b NOCAPS NODIGIT 1 NOPUNCT b x x SAMEFONT SAMEFONTSIZE false false BASELINE false
) ) ) ) ) ) ) ) ) ) ALLCAPS NODIGIT 1 ENDBRACKET ) ) ) SAMEFONT SAMEFONTSIZE false false BASELINE false
the the t th the the e he the the NOCAPS NODIGIT 0 NOPUNCT the xxx x SAMEFONT SAMEFONTSIZE false false BASELINE false
Coulomb coulomb C Co Cou Coul b mb omb lomb INITCAP NODIGIT 0 NOPUNCT Coulomb Xxxx Xx SAMEFONT SAMEFONTSIZE false false BASELINE false
